USER_ID|YOB|Gender|Income|HouseholdStatus|EducationLevel|Q124742|Q124122|Q123464|Q123621|Q122769|Q122770|Q122771|Q122120|Q121699|Q121700|Q120978|Q121011|Q120379|Q120650|Q120472|Q120194|Q120012|Q120014|Q119334|Q119851|Q119650|Q118892|Q118117|Q118232|Q118233|Q118237|Q117186|Q117193|Q116797|Q116881|Q116953|Q116601|Q116441|Q116448|Q116197|Q115602|Q115777|Q115610|Q115611|Q115899|Q115390|Q114961|Q114748|Q115195|Q114517|Q114386|Q113992|Q114152|Q113583|Q113584|Q113181|Q112478|Q112512|Q112270|Q111848|Q111580|Q111220|Q110740|Q109367|Q108950|Q109244|Q108855|Q108617|Q108856|Q108754|Q108342|Q108343|Q107869|Q107491|Q106993|Q106997|Q106272|Q106388|Q106389|Q106042|Q105840|Q105655|Q104996|Q103293|Q102906|Q102674|Q102687|Q102289|Q102089|Q101162|Q101163|Q101596|Q100689|Q100680|Q100562|Q99982|Q100010|Q99716|Q99581|Q99480|Q98869|Q98578|Q98059|Q98078|Q98197|Q96024
4085|1983|Male|$25,001 - $50,000|Single (no kids)|Bachelor's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|-1|-1|-1|1|1|-1|-1|1|1|1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|-1|-1|1|-1|1|1|1|-1|-1|-1|1|-1|-1|-1|1|-1|1|-1|1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|1|-1|1|1|-1|-1|-1|1|1|1|1|1|-1|1
4086|1996|Male|under $25,000|Single (no kids)|Current K-12|0|-1|1|-1|-1|-1|1|-1|-1|-1|1|1|1|1|1|1|1|1|-1|-1|1|-1|1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|1|1|-1|1|-1|1|0|-1|1|1|1|1|-1|-1|1|-1|1|1|-1|1|-1|1|-1|1|-1|1|-1|-1|-1|1|-1|1|-1|-1|1|1|1|-1|-1|1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|1|-1|-1|1|1|1|1|-1|1|1|-1|-1|1|-1|1|1
4094|1991|Female|under $25,000|Single (no kids)|Current Undergraduate|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|1|1|1|-1|-1|-1|0|0|0|0|0|0|0|1|0|1|1|-1|-1|1|-1|-1|-1|1|1|0|0|0|-1|-1|1|-1|1|1|-1|1|-1|-1|0|0|0|0|-1|-1|1|0|0|0|1|-1|-1|-1|1|1|0|-1|1|1|-1|1|1|-1|-1|-1|-1|1|1|1|1|1|-1|0
4095|1982|Male|$25,001 - $50,000|Single (no kids)|Bachelor's Degree|0|0|0|0|0|0|0|-1|-1|-1|1|-1|1|1|1|1|-1|-1|-1|1|-1|1|1|1|-1|1|1|-1|-1|-1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|0|0|0|0|0|0|0|-1|1|-1|-1|-1|1|1|-1|1|0|0|0|0|0|0|0|1|1|1|0|-1|-1|-1|-1|-1|1|1|-1|1|1|1|1|-1|-1|1|1|1|-1|1|1|-1|-1|0
4096|1993|Female|$75,000 - $100,000|Single (no kids)|Current Undergraduate|1|1|-1|-1|-1|1|1|-1|1|1|-1|1|1|1|1|-1|1|1|1|1|-1|-1|1|1|1|1|1|-1|-1|1|-1|1|1|1|1|1|-1|-1|-1|1|-1|1|1|1|-1|1|1|1|1|1|-1|1|1|1|1|1|-1|-1|-1|-1|1|1|-1|1|-1|-1|1|-1|-1|1|-1|1|-1|1|1|1|1|-1|1|1|-1|1|1|1|1|-1|-1|-1|1|1|1|1|-1|-1|1|1|-1|-1|1|-1|1
4100|1993|Female|$100,001 - $150,000|Single (no kids)|Current Undergraduate|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|1|0|1|-1|1|1|1|1|1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|1|-1|1|1|1|-1|1|1|-1|-1|-1|1|1|1|1|1|-1|1|-1|1|-1|-1|1|-1|-1|1|1|1|0|-1|-1|1|1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|1
4107|1997|Male|$50,000 - $74,999|Single (no kids)|Current K-12|-1|1|1|0|0|1|1|0|1|1|1|1|1|1|1|-1|1|1|0|1|1|-1|1|0|-1|-1|0|0|-1|0|1|-1|-1|1|1|1|1|1|1|1|1|-1|1|0|0|0|-1|0|1|1|1|1|0|0|1|0|1|1|1|-1|0|-1|1|1|-1|1|-1|1|1|1|-1|-1|-1|1|-1|0|1|1|-1|1|0|-1|-1|0|-1|0|-1|-1|1|1|0|1|-1|-1|0|1|-1|0|0|0|0
4116|1995|Male|under $25,000|Single (no kids)|High School Diploma|0|-1|-1|-1|-1|-1|-1|1|1|1|1|-1|-1|1|1|1|-1|-1|-1|1|1|1|1|-1|-1|-1|-1|1|-1|1|-1|1|-1|1|1|1|1|1|-1|1|-1|-1|-1|1|-1|-1|-1|-1|1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|1|1|1|-1|-1|-1|1|-1|-1|1|-1|-1|-1|1|-1|1|1|-1|-1|-1|-1|-1|-1|1|-1|1|1|1|1|-1|-1|-1|1|-1|1|1|-1|1|0
4118|1987|Male|$50,000 - $74,999|Single (no kids)|Associate's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|-1|-1|-1|-1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|-1|-1|-1|1|1|0|0|0|0|0|0|0|0|0|0|-1|0|1|-1|1|-1|-1|1|-1|1|-1|-1|-1|0|0|1|-1|0|0|0|0|0|0|-1|-1|-1|-1|-1|1|-1|0|0|-1|-1|-1|0|-1|1|-1|-1|1|-1|-1|1|-1|-1|1
4120|1995|Male|under $25,000|Single (no kids)|High School Diploma|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|1|-1|0|0|0|0|0|0|-1|1|0|1|-1|1|0|0|0|-1|1|1|-1|1|-1|-1|0
4123|1997|Female|$75,000 - $100,000|Single (no kids)|Current K-12|-1|1|-1|-1|-1|1|1|-1|-1|-1|1|1|-1|1|-1|1|1|-1|-1|-1|1|1|1|1|-1|1|1|1|1|1|-1|-1|-1|1|1|1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|1|1|-1|-1|-1|-1|1|1|-1|1|-1|-1|1|-1|-1|-1|-1|1|1|-1|-1|-1|1|1|-1|1|-1|1|1|-1|-1|-1|-1|1|-1|-1|-1|1|1|1|-1|-1|-1|1|-1|-1|1|-1|-1|-1
4125|1990|Male|$100,001 - $150,000|Single (no kids)|Bachelor's Degree|0|1|-1|-1|1|1|1|-1|1|-1|1|-1|1|1|0|1|-1|1|1|-1|1|1|1|1|-1|1|0|0|-1|1|-1|1|-1|1|1|-1|-1|-1|-1|1|-1|1|1|1|-1|-1|-1|-1|1|-1|-1|-1|1|-1|-1|-1|-1|1|-1|-1|-1|-1|1|1|1|-1|-1|1|1|1|-1|1|-1|1|1|-1|-1|1|-1|1|-1|-1|-1|-1|1|-1|-1|1|0|1|1|1|-1|-1|1|1|-1|1|1|-1|-1
4130|1979|Male|$25,001 - $50,000|Married (w/kids)|High School Diploma|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|-1|-1|1|1|-1|-1|-1|0|0|-1|-1|1|1|-1|-1|-1|1|1|1|-1|1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|-1|0|0|0|0|1|-1|1|1|-1|-1|1|-1|1|-1|-1|-1|1|1|1|1|1|-1|1|0|0|-1|0|0|0|0|0|-1|1|-1|1|0|-1|-1|0|0|0|-1|-1|0|0|0|0|0|0|0
4136|1986|Male|$25,001 - $50,000|Married (no kids)|Associate's Degree|0|0|0|0|0|0|0|0|0|0|1|1|-1|-1|-1|1|-1|1|1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|-1|-1|1|1|-1|-1|-1|1|-1|-1|0|1|-1|1|-1|-1|-1|0|1|-1|-1|1|-1|-1|-1|-1|-1|1|1|1|1|1|-1|-1|-1|-1|1|1|0|0|0|0|-1|1|-1|-1|-1|1|-1|1|1|1|-1|-1|1|1|-1|1|-1|1|1
4137|1997|Male|under $25,000|Single (no kids)|Current K-12|1|1|-1|-1|1|-1|1|-1|-1|-1|-1|1|1|1|-1|0|0|0|-1|0|-1|0|0|0|0|0|1|-1|-1|-1|1|1|-1|1|1|1|-1|1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|1|1|-1|-1|-1|1|-1|1|1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|1|-1|1|-1|-1|-1|-1|1|1|1|-1|-1|-1|-1|-1|1|1|-1|0|0|0|1|1|-1|-1|-1|1|1|1|-1|1|-1
4145|1994|Male|$50,000 - $74,999|Single (no kids)|Current Undergraduate|0|1|-1|-1|-1|-1|1|-1|0|0|0|0|0|0|0|-1|-1|1|-1|1|-1|1|1|1|1|-1|-1|-1|1|1|1|-1|-1|-1|1|1|-1|1|-1|1|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4164|1994|Male|$100,001 - $150,000|Single (no kids)|Current Undergraduate|-1|-1|-1|-1|-1|-1|1|-1|1|1|1|1|1|1|1|-1|-1|-1|-1|-1|-1|1|1|1|-1|-1|1|-1|-1|-1|1|-1|-1|-1|1|1|1|-1|-1|-1|-1|1|1|1|1|1|-1|-1|-1|-1|1|-1|1|-1|-1|1|-1|-1|-1|-1|1|1|-1|1|-1|-1|-1|1|1|1|1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|-1|1|-1|1|1|1|-1|-1|1|1|1|-1|1|1|-1
4173|1986|Male|$75,000 - $100,000|Married (no kids)|Bachelor's Degree|0|-1|-1|1|1|1|1|-1|1|-1|1|1|1|1|1|1|-1|1|1|1|-1|-1|1|1|1|1|1|1|-1|1|-1|-1|1|1|-1|1|1|1|1|-1|1|1|-1|1|-1|1|1|-1|1|1|-1|1|1|-1|1|1|-1|1|1|-1|-1|1|-1|1|-1|-1|1|-1|1|-1|-1|1|1|1|1|-1|-1|-1|-1|-1|1|-1|-1|1|1|-1|1|1|-1|1|1|1|-1|1|-1|-1|1|1|1|-1|1
4175|1953|Female|$25,001 - $50,000|Married (no kids)|Bachelor's Degree|-1|-1|0|-1|1|1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|-1|-1|-1|1|-1|1|-1|1|1|-1|-1|0|1|-1|-1|1|-1|-1|1|1|-1|1|-1|1|-1|-1|1|1|-1|-1|-1|1|1|1|1|1|1|1|-1|-1|-1|1|1|1|-1|0|-1|0|0|1|-1|-1|1|-1|1|1|-1|1|1|-1|1|-1|1|-1|-1|1|1|-1|-1|-1|-1|1|1|-1|1|1|-1|-1|-1|1|1|1|1|1|1
4184|1994|Male|$75,000 - $100,000|Single (no kids)|Current Undergraduate|0|0|0|0|0|0|1|-1|0|0|0|0|1|1|1|0|0|0|0|0|-1|0|1|0|0|0|-1|-1|0|-1|1|1|0|1|0|1|-1|1|-1|0|1|1|1|0|0|0|0|0|-1|1|0|0|-1|-1|0|-1|0|-1|1|-1|-1|1|-1|1|-1|-1|-1|-1|0|1|-1|0|0|0|0|0|1|-1|0|-1|0|1|-1|-1|-1|1|-1|-1|-1|1|0|1|0|-1|1|0|1|1|0|-1|0
4189|1986|Male|$75,000 - $100,000|Single (no kids)|Current Undergraduate|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|-1|0|-1|0|0|0|1|-1|0|-1|0|1|1|1|0|0|-1|1|0|1|-1|-1|-1|-1|1|-1|1|-1|0|0|0|-1|0|1|1|0|-1|1|0|0|1|0|0|0
4202|1972|Male|$100,001 - $150,000|Married (w/kids)|Master's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|1|0|-1|-1|1|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4204|1984|Female|$50,000 - $74,999|Domestic Partners (w/kids)|High School Diploma|-1|-1|-1|1|-1|-1|1|-1|1|-1|0|0|0|0|0|1|1|1|-1|-1|-1|1|1|-1|1|1|1|-1|-1|1|1|1|1|1|1|1|-1|1|-1|1|-1|1|-1|0|-1|1|-1|-1|0|0|-1|1|0|0|-1|0|-1|1|-1|-1|-1|1|-1|-1|-1|1|1|-1|-1|1|1|1|1|-1|-1|1|-1|0|1|1|1|-1|-1|1|-1|1|-1|-1|1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|1
4205|1997|Male|under $25,000|Single (no kids)|Current K-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|-1|0|0|-1|0|0|1|0|0|-1|1|0|1|0|-1|0|0|0|0|0|1|1|-1|1|1|1|-1|1|1|-1|1|1|1|-1|-1|-1|1|-1|1|-1|1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4207|1989|Female|$50,000 - $74,999|Single (no kids)|Associate's Degree|0|0|0|0|0|0|0|0|1|-1|-1|1|-1|1|1|-1|-1|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4209|1983|Male|$25,001 - $50,000|Married (no kids)|Bachelor's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|-1|-1|1|0|1|0|0|0|0|0|0|0|0|0
4216|1983|Female|$50,000 - $74,999|Married (w/kids)|Associate's Degree|0|0|0|0|0|0|0|0|1|-1|1|1|0|1|-1|1|1|-1|0|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4219|1965|Female|$75,000 - $100,000|Married (w/kids)|Associate's Degree|1|1|-1|1|-1|1|1|-1|1|-1|1|1|-1|1|1|1|-1|-1|-1|1|-1|-1|-1|1|1|1|1|-1|1|-1|1|1|-1|1|-1|-1|-1|-1|1|-1|1|1|1|1|-1|-1|-1|1|1|-1|1|-1|1|-1|1|-1|1|1|1|1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|1|1|-1|1|1|-1|-1|1|1|1|1|-1|1|1|0|-1|1|1|-1|1|0|-1|-1|1|1|1|1|-1|1|1
4226|1970|Male|$75,000 - $100,000|Married (no kids)|Current Undergraduate|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|1|-1|1|-1|1|-1|0|1|0|0|0|0|1|-1|1|1|1|-1|1|-1|0|-1|0|1|1|0|0|1|0|1|-1|-1|-1|-1|1|1|-1|1|-1|0|0|-1|1|1|-1|-1|0|0|0|0|0|0|0|0|1|-1|0|0|0|0|0|0|-1|0|0|0|0|0|-1|-1|-1|-1|1|0|0|0|0|-1|1|-1|1|-1|0|0|0|0
4230|1989|Male|$50,000 - $74,999|Married (w/kids)|Bachelor's Degree|-1|1|-1|1|-1|-1|1|1|1|-1|1|-1|-1|1|1|1|-1|1|-1|-1|-1|1|1|-1|-1|-1|1|-1|-1|1|1|1|-1|-1|-1|-1|1|1|-1|-1|1|-1|-1|-1|-1|1|-1|-1|-1|1|1|-1|1|-1|1|1|-1|1|1|-1|-1|1|-1|1|-1|-1|1|1|1|1|1|1|-1|1|-1|-1|1|-1|1|-1|1|1|-1|-1|-1|1|-1|1|-1|1|1|1|-1|-1|1|1|-1|1|-1|1|-1
4231|1982|Male|$50,000 - $74,999|Married (no kids)|Bachelor's Degree|-1|-1|-1|-1|1|-1|1|-1|1|-1|1|-1|1|1|1|-1|-1|1|1|1|-1|-1|1|1|-1|-1|-1|1|1|-1|1|1|-1|1|1|1|1|1|-1|1|1|-1|1|1|-1|-1|-1|1|-1|1|1|-1|1|1|1|1|-1|1|1|1|-1|-1|-1|1|1|-1|-1|1|1|1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|1|-1|-1|1|1|-1|1|-1|1|-1|-1|1|1|1|1|1|1|1
4235|1999|Male|$25,001 - $50,000|Single (no kids)|Current K-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|1|0|1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|1|1|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|1|-1|-1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|1|1|-1
4243|1997|Male|$50,000 - $74,999|Single (no kids)|Current K-12|0|0|-1|-1|-1|-1|1|1|-1|1|1|-1|1|1|0|0|0|0|0|-1|-1|0|0|0|0|0|1|0|0|-1|1|1|0|0|1|-1|1|1|-1|1|0|1|-1|0|-1|-1|-1|0|0|0|1|0|1|1|-1|1|-1|-1|0|0|-1|0|0|0|0|-1|-1|-1|-1|1|-1|-1|-1|1|-1|0|-1|1|0|0|0|0|0|-1|1|0|-1|-1|0|0|0|0|0|0|-1|0|0|0|0|0|0
4246|1998|Female|under $25,000|Single (no kids)|Current K-12|1|1|0|-1|-1|1|1|0|1|-1|1|0|1|1|-1|1|-1|-1|-1|-1|-1|-1|1|0|-1|0|0|1|1|-1|1|1|-1|1|1|1|1|0|-1|0|0|1|1|0|1|1|-1|0|1|-1|-1|1|1|-1|-1|1|1|0|0|-1|-1|1|-1|1|1|-1|0|-1|1|-1|-1|1|0|0|1|0|-1|-1|1|1|-1|1|-1|-1|1|1|-1|1|1|1|-1|1|-1|1|-1|-1|-1|1|-1|-1|1
4249|1995|Male|$25,001 - $50,000|Single (no kids)|Current Undergraduate|0|0|0|0|1|0|1|0|-1|0|-1|0|0|1|1|0|1|-1|0|0|-1|0|-1|0|0|0|0|-1|1|1|0|1|0|0|1|1|0|-1|-1|-1|0|1|-1|1|0|-1|-1|0|1|1|-1|1|1|0|-1|0|0|1|0|0|0|0|0|1|-1|1|0|1|0|0|-1|0|-1|0|-1|-1|0|1|1|0|0|-1|-1|-1|0|0|-1|-1|0|1|1|0|-1|1|-1|-1|1|1|-1|-1|1
4255|1980|Male|$25,001 - $50,000|Married (w/kids)|Bachelor's Degree|0|0|-1|1|0|-1|0|1|1|0|1|1|0|0|-1|0|0|0|0|0|0|1|-1|0|-1|1|0|-1|0|-1|-1|0|0|1|0|0|0|0|0|0|1|1|1|1|-1|-1|0|0|1|1|1|0|0|0|0|0|0|0|1|1|-1|1|-1|0|-1|0|0|0|1|1|1|1|-1|1|-1|-1|-1|-1|1|0|0|0|1|1|1|-1|-1|1|1|1|0|0|0|1|1|1|-1|1|1|1|0
4261|1990|Male|$25,001 - $50,000|Single (no kids)|Bachelor's Degree|1|-1|-1|1|-1|1|-1|-1|1|-1|1|1|-1|1|1|-1|-1|1|-1|-1|-1|1|-1|1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|1|-1|1|1|1|-1|1|1|1|1|-1|1|-1|-1|1|1|1|-1|1|1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|1|-1|-1|1|1|1|1|-1|-1|1|-1|1|-1|1|1|1|-1|1|1|1|-1|-1|1|-1|-1|1|1|-1|-1|-1|-1|1|1|1|-1|-1|1
4262|1976|Female|over $150,000|Married (w/kids)|Doctoral Degree|0|0|-1|0|0|0|0|0|0|0|1|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|-1|0|-1|0|-1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|-1|1|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
4274|1987|Female|$25,001 - $50,000|Domestic Partners (no kids)|Master's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|-1|0|-1|-1|1|1|0|0|0|0|1|0|-1|0|1|1|1|1|1|1|-1|1|1|-1|-1|-1|1|-1|1|1|-1|1|1|-1|1|1|1|1|-1|-1|-1|1|1|1|-1|-1|-1|-1|-1|1|1|1|-1|0|-1|-1|-1|1|0|0|-1|1|1|0|-1|1|-1|-1|1|1|-1|1|-1|-1|1
4275|1993|Female|under $25,000|Single (no kids)|Current Undergraduate|0|1|-1|0|1|1|-1|1|1|-1|-1|1|0|1|0|0|-1|1|1|0|-1|1|1|-1|-1|1|-1|0|0|-1|1|-1|-1|0|1|1|0|0|-1|0|0|0|0|1|0|-1|-1|0|1|0|-1|-1|1|0|1|-1|1|-1|0|-1|1|-1|-1|1|-1|-1|-1|0|1|-1|-1|1|-1|-1|1|-1|1|-1|0|-1|-1|-1|-1|1|0|0|-1|-1|1|1|-1|0|0|-1|1|0|-1|1|-1|-1|-1
4277|1990|Male|$25,001 - $50,000|Single (no kids)|Associate's Degree|0|-1|-1|1|0|0|0|0|1|1|-1|-1|-1|1|-1|0|0|0|0|0|0|0|0|0|0|0|-1|-1|-1|-1|1|0|0|0|1|1|-1|0|1|1|-1|1|-1|0|-1|-1|-1|-1|0|0|-1|1|1|0|-1|0|0|-1|0|1|0|1|-1|-1|1|-1|-1|-1|1|1|1|1|-1|1|-1|-1|1|0|0|-1|-1|-1|1|0|0|0|0|0|0|0|1|1|-1|-1|-1|0|1|0|0|0|-1
4279|1993|Female|$100,001 - $150,000|Single (no kids)|Current Undergraduate|0|0|0|0|0|-1|0|1|1|0|-1|0|1|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|-1|0|0|0|-1|0|0|0|0|1|-1|0|-1|0|-1|-1|0|0|1|-1|0|0|0|1|1|-1|0|0|-1|0|0|1|1|0|0|0|0|0|0|1|0|0|-1|1|1|0|0|0|0|-1|1|0|0|0|0|-1
4288|1984|Male|$50,000 - $74,999|Married (w/kids)|Associate's Degree|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-1|-1|-1|1|1|-1|1|1|-1|-1|1|-1|1|1|0|1|1|1|-1|0|-1|-1|0|0|1|1|1|1|-1|-1|0|0|0|0|0|0|0|1|-1|1|1|-1|-1|1|1|1|-1|1|1|1|1|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
4293|1958|Male|under $25,000|Single (no kids)|High School Diploma|1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|1|-1|1|1|-1|1|-1|1|-1|-1|1|1|1|1|1|-1|-1|1|-1|1|1|-1|-1|-1|1|-1|1|1|-1|1|-1|-1|-1|-1|-1|1|1|1|1|1|1|-1|-1|-1|-1|-1|1|1|-1|-1|1|-1|-1|-1|-1|1|1|1|1|1|1|-1|-1|1|-1|1|1|1|-1|1|-1|-1|-1|1|1|-1|1|1|1|1|1|1|-1|1|1|-1|1|-1|1|-1
4302|1996|Male|$100,001 - $150,000|Single (no kids)|Current K-12|-1|-1|-1|-1|1|1|1|1|-1|-1|-1|1|1|1|1|-1|1|1|1|-1|-1|1|1|-1|-1|-1|-1|1|0|1|-1|-1|0|0|1|0|1|1|1|1|-1|-1|-1|-1|-1|1|-1|1|1|-1|1|1|1|1|1|1|-1|-1|-1|-1|-1|1|-1|-1|1|-1|-1|-1|1|1|-1|0|0|0|0|0|-1|-1|1|-1|0|0|0|-1|-1|1|-1|0|0|0|1|1|0|-1|1|0|0|-1|-1|0|-1
4307|1986|Male|$25,001 - $50,000|Single (no kids)|Bachelor's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|-1|1|1|1|-1|-1|-1|1|-1|-1|-1|1|1|1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|-1|0|0|0|-1|0|0|1|-1|-1|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|1|-1|-1|1
4309|1987|Male|$25,001 - $50,000|Domestic Partners (no kids)|Associate's Degree|0|0|0|0|0|0|0|0|0|0|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4316|1985|Male|$25,001 - $50,000|Married (w/kids)|Current Undergraduate|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|-1|-1|-1|0|0|0|0|0|0|-1|1|0|0|0|-1|-1|0|0|-1|0|1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|1|1|-1|-1|1|1|1|1|1|1|1|-1
4317|1976|Male|over $150,000|Married (w/kids)|Master's Degree|0|0|0|0|0|0|0|0|0|0|1|-1|1|1|1|1|1|1|1|-1|-1|0|-1|-1|1|1|-1|1|-1|-1|-1|1|1|1|1|1|0|1|1|0|-1|-1|-1|1|-1|1|-1|1|0|0|0|0|-1|-1|1|0|0|0|0|0|0|1|-1|-1|0|0|0|0|0|0|0|1|1|0|-1|-1|1|1|0|-1|1|1|1|-1|0|0|1|-1|0|0|1|1|0|-1|-1|0|-1|1|1|0|1
4326|1994|Male|over $150,000|Single (no kids)|Bachelor's Degree|0|0|-1|-1|0|0|0|-1|-1|-1|1|0|1|1|1|0|0|1|1|-1|0|-1|-1|1|-1|0|1|0|0|1|1|-1|0|0|1|1|0|0|-1|0|1|0|-1|0|0|0|0|0|1|0|1|0|0|0|1|1|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|1|0|-1|-1|0|1|-1|-1|1|-1|1|-1|0|1|-1|0|-1|-1|1|0|1|-1|-1|1|1|0|1|0|1|1
