USER_ID|YOB|Gender|Income|HouseholdStatus|EducationLevel|Q124742|Q124122|Q123464|Q123621|Q122769|Q122770|Q122771|Q122120|Q121699|Q121700|Q120978|Q121011|Q120379|Q120650|Q120472|Q120194|Q120012|Q120014|Q119334|Q119851|Q119650|Q118892|Q118117|Q118232|Q118233|Q118237|Q117186|Q117193|Q116797|Q116881|Q116953|Q116601|Q116441|Q116448|Q116197|Q115602|Q115777|Q115610|Q115611|Q115899|Q115390|Q114961|Q114748|Q115195|Q114517|Q114386|Q113992|Q114152|Q113583|Q113584|Q113181|Q112478|Q112512|Q112270|Q111848|Q111580|Q111220|Q110740|Q109367|Q108950|Q109244|Q108855|Q108617|Q108856|Q108754|Q108342|Q108343|Q107869|Q107491|Q106993|Q106997|Q106272|Q106388|Q106389|Q106042|Q105840|Q105655|Q104996|Q103293|Q102906|Q102674|Q102687|Q102289|Q102089|Q101162|Q101163|Q101596|Q100689|Q100680|Q100562|Q99982|Q100010|Q99716|Q99581|Q99480|Q98869|Q98578|Q98059|Q98078|Q98197|Q96024|Party
4031|1996|Female|over $150,000|Single (no kids)|Current K-12|1|1|-1|-1|1|1|1|1|1|-1|1|-1|1|1|1|1|-1|1|1|-1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|1|1|-1|-1|1|-1|1|1|-1|1|1|1|1|1|-1|-1|-1|-1|1|-1|-1|1|1|1|-1|1|-1|-1|-1|1|1|1|-1|1|1|-1|-1|-1|1|-1|1|1|-1|1|-1|1|-1|1|-1|1|-1|-1|1|-1|-1|1|-1|1|1|1|1|-1|-1|-1|1|1|-1|-1|1|1|-1|Democrat
4032|1995|Male|under $25,000|Single (no kids)|Current Undergraduate|-1|1|-1|-1|1|1|1|-1|1|1|1|1|-1|1|-1|-1|-1|1|1|-1|1|1|1|1|-1|-1|-1|-1|-1|-1|1|0|0|0|0|1|-1|-1|-1|1|1|1|-1|1|-1|1|-1|-1|1|-1|-1|1|1|-1|-1|1|1|-1|0|-1|-1|-1|-1|0|1|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|1|1|1|1|-1|-1|1|1|-1|-1|-1|-1|1|-1|-1|-1|1|-1|-1|1|Democrat
4033|1983|Male|$75,000 - $100,000|Married (w/kids)|Bachelor's Degree|0|-1|-1|1|1|-1|1|-1|-1|-1|-1|-1|1|1|-1|-1|-1|1|-1|-1|1|1|-1|1|1|1|1|1|-1|-1|1|-1|1|1|1|-1|1|1|-1|1|-1|1|1|-1|1|-1|-1|-1|1|-1|-1|-1|1|-1|1|1|1|1|1|-1|-1|1|-1|-1|-1|-1|1|1|1|-1|1|-1|1|1|-1|-1|1|-1|-1|-1|-1|1|-1|1|-1|1|1|1|-1|-1|-1|1|-1|-1|1|1|-1|1|1|-1|1|Republican
4035|1996|Female|under $25,000|Single (no kids)|Current K-12|1|-1|-1|-1|1|1|1|1|-1|-1|-1|1|1|1|1|-1|1|1|1|-1|-1|-1|-1|1|-1|1|-1|1|-1|-1|1|-1|-1|1|1|1|1|1|-1|-1|1|0|-1|1|-1|1|-1|1|1|-1|1|1|1|-1|1|1|1|-1|-1|1|-1|1|-1|1|-1|-1|-1|1|1|1|1|1|-1|-1|-1|-1|1|1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|1|1|1|-1|-1|-1|1|1|-1|1|1|1|1|Republican
4036|1982|Male|$100,001 - $150,000|Single (w/kids)|Doctoral Degree|-1|1|-1|1|0|1|1|0|1|-1|1|-1|-1|-1|1|0|0|1|0|0|0|0|-1|0|-1|0|-1|-1|0|0|0|1|0|-1|-1|1|0|0|1|1|0|1|1|-1|-1|0|0|0|0|0|-1|0|0|0|-1|0|-1|0|1|0|0|0|1|1|-1|-1|-1|0|0|-1|-1|1|1|-1|1|0|1|-1|-1|-1|0|0|0|-1|0|-1|0|1|0|0|1|-1|0|-1|1|0|-1|1|0|-1|-1|Republican
4037|1980|Female|under $25,000|Single (no kids)|Current Undergraduate|-1|0|-1|-1|0|-1|1|-1|0|-1|1|1|-1|1|-1|1|0|-1|-1|1|-1|1|-1|1|1|-1|1|-1|1|0|0|1|-1|1|1|0|0|-1|-1|-1|-1|1|1|1|-1|0|-1|0|1|1|-1|1|1|-1|1|0|-1|1|1|-1|-1|0|1|0|0|1|1|0|1|-1|-1|-1|-1|0|-1|1|-1|0|1|1|-1|-1|-1|0|1|0|-1|1|1|-1|-1|1|-1|-1|-1|-1|1|-1|0|-1|0|Democrat
4038|1997|Male|over $150,000|Single (no kids)|Current Undergraduate|1|1|-1|-1|1|-1|1|1|1|1|-1|1|1|1|1|1|1|1|1|1|1|1|-1|-1|-1|1|1|1|-1|1|-1|1|-1|1|1|-1|-1|-1|-1|1|1|1|-1|1|-1|-1|1|-1|1|-1|-1|1|1|1|1|-1|-1|1|1|-1|-1|-1|-1|1|1|-1|-1|-1|1|1|-1|1|1|1|-1|1|1|-1|1|1|-1|-1|1|-1|1|1|1|1|-1|1|1|1|0|1|1|-1|1|1|1|-1|1|Republican
4039|1993|Female|under $25,000|Domestic Partners (no kids)|Current Undergraduate|-1|1|-1|-1|-1|1|1|1|1|-1|-1|1|1|1|1|1|-1|1|-1|-1|-1|1|1|1|-1|1|-1|1|-1|1|1|1|-1|1|-1|1|-1|1|-1|1|1|-1|1|1|1|1|-1|-1|1|-1|-1|1|1|1|1|-1|-1|-1|1|-1|-1|1|1|1|-1|1|1|-1|1|1|-1|-1|-1|1|-1|1|-1|-1|1|1|-1|-1|-1|-1|1|-1|-1|-1|1|1|-1|1|-1|-1|1|-1|-1|1|1|-1|1|Democrat
4041|1963|Female|under $25,000|Single (w/kids)|Bachelor's Degree|-1|1|-1|-1|-1|1|1|0|1|-1|0|0|0|0|1|-1|1|-1|0|-1|0|1|-1|1|-1|-1|0|0|-1|-1|1|-1|-1|-1|-1|1|-1|1|-1|-1|-1|1|1|1|1|-1|1|1|1|-1|-1|-1|-1|1|1|-1|1|-1|1|-1|1|-1|-1|1|-1|-1|1|1|0|1|-1|-1|-1|-1|1|-1|-1|1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|1|1|1|-1|0|-1|1|1|-1|1|-1|-1|1|Democrat
4042|1996|Female|$100,001 - $150,000|Single (no kids)|Current K-12|0|0|0|0|0|0|0|1|-1|1|-1|1|1|1|1|-1|-1|1|1|-1|-1|1|1|-1|-1|1|1|-1|-1|-1|1|-1|-1|1|1|1|-1|1|-1|-1|1|1|-1|-1|-1|1|-1|-1|1|1|-1|1|-1|-1|1|1|-1|1|1|-1|-1|-1|-1|1|1|1|-1|-1|1|1|-1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|-1|1|1|-1|1|Republican
4043|1997|Male|$75,000 - $100,000|Single (no kids)|Current K-12|-1|-1|-1|-1|-1|1|1|-1|-1|-1|1|-1|1|1|1|-1|1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|1|1|-1|-1|1|1|-1|1|-1|-1|1|1|-1|-1|1|1|-1|-1|1|-1|-1|1|1|-1|1|1|-1|1|1|1|1|-1|1|-1|-1|-1|1|1|1|-1|-1|1|1|1|1|-1|1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|1|1|-1|1|1|-1|1|Democrat
4044|1972|Male|$100,001 - $150,000|Single (w/kids)|Bachelor's Degree|-1|1|-1|1|-1|1|1|-1|-1|-1|1|-1|-1|1|-1|-1|-1|1|-1|-1|-1|1|1|1|-1|-1|-1|1|-1|1|1|1|1|1|-1|1|-1|-1|-1|-1|1|1|-1|1|-1|-1|-1|-1|1|1|-1|-1|1|-1|1|1|-1|1|-1|-1|-1|-1|1|1|-1|-1|-1|1|1|1|1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|1|1|-1|1|-1|1|-1|-1|1|1|-1|1|Democrat
4045|1995|Male|$100,001 - $150,000|Single (no kids)|Current K-12|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|-1|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Democrat
4046|1977|Male|$75,000 - $100,000|Single (no kids)|Master's Degree|0|-1|-1|1|-1|1|1|-1|1|-1|-1|1|1|1|1|-1|1|1|-1|1|-1|1|-1|1|-1|1|-1|1|-1|-1|-1|-1|1|1|1|-1|0|-1|-1|1|1|0|0|1|0|0|0|0|0|0|0|1|1|-1|1|1|1|1|1|-1|1|1|-1|1|1|-1|-1|-1|1|1|-1|1|1|-1|0|0|1|-1|-1|-1|1|-1|-1|-1|1|1|-1|1|1|1|1|1|1|-1|-1|-1|0|1|-1|-1|1|Democrat
4047|1985|Female|$100,001 - $150,000|Single (no kids)|High School Diploma|-1|-1|-1|0|-1|1|1|-1|1|-1|1|-1|-1|1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|1|-1|1|-1|-1|1|1|1|1|-1|-1|1|-1|-1|1|1|-1|-1|-1|1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|1|-1|1|-1|-1|-1|-1|-1|-1|1|1|1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|1|-1|1|-1|-1|-1|1|1|1|-1|-1|1|Republican
4048|1997|Male|over $150,000|Single (no kids)|Current K-12|1|1|-1|-1|-1|1|-1|-1|1|1|1|1|1|1|1|1|1|1|1|-1|1|1|1|1|-1|-1|1|-1|-1|-1|-1|1|1|-1|1|-1|1|-1|-1|-1|1|1|-1|1|-1|1|-1|-1|1|-1|-1|1|1|1|-1|1|-1|-1|-1|1|-1|-1|-1|1|-1|-1|-1|-1|1|1|1|1|-1|1|1|-1|1|1|1|1|-1|-1|1|1|-1|-1|-1|-1|-1|1|1|1|-1|-1|1|-1|1|1|1|-1|1|Democrat
4049|1986|Female|under $25,000|Single (no kids)|Associate's Degree|0|0|1|-1|0|-1|1|-1|1|-1|1|1|0|1|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|1|1|0|0|0|-1|1|1|1|-1|1|1|-1|0|0|0|1|1|-1|-1|-1|-1|1|1|-1|0|0|1|-1|-1|-1|1|1|-1|-1|1|1|1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|Democrat
4050|1996|Female|under $25,000|Single (no kids)|Current K-12|0|1|0|0|0|0|1|0|1|-1|-1|0|0|0|-1|-1|0|0|0|0|0|1|1|0|0|0|-1|0|0|0|0|1|0|-1|1|0|0|0|-1|-1|0|0|0|1|0|-1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|Democrat
4051|1995|Female|$75,000 - $100,000|Single (no kids)|Current K-12|1|1|-1|0|0|0|0|0|-1|-1|-1|-1|1|1|-1|1|0|1|1|1|-1|1|1|0|-1|1|-1|1|-1|-1|-1|-1|-1|-1|1|1|1|1|1|-1|-1|-1|1|-1|-1|-1|-1|1|1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|Republican
4052|1995|Female|over $150,000|Single (no kids)|Current Undergraduate|0|0|0|-1|-1|1|1|-1|-1|-1|0|1|1|1|-1|-1|-1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|-1|-1|1|1|1|-1|1|0|0|-1|0|0|0|0|0|1|-1|1|0|0|0|1|0|0|0|-1|-1|0|0|0|1|-1|-1|-1|-1|1|1|0|0|0|0|1|0|1|0|-1|-1|0|-1|0|0|0|0|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|Democrat
4053|1963|Male|over $150,000|Domestic Partners (no kids)|Master's Degree|1|1|-1|1|-1|1|1|1|1|-1|-1|1|1|-1|-1|0|0|0|1|0|-1|1|-1|1|-1|-1|1|1|-1|-1|1|0|-1|-1|1|1|1|1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|0|-1|-1|1|1|-1|1|1|-1|1|-1|1|1|1|1|-1|1|1|-1|-1|1|1|-1|-1|-1|1|1|-1|-1|-1|1|1|-1|1|-1|1|-1|-1|1|1|1|1|1|-1|1|Democrat
4054|1998|Male|under $25,000|Single (no kids)|Current K-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|1|-1|0|0|0|0|0|0|0|0|1|0|-1|0|Democrat
4055|1980|Female|$75,000 - $100,000|Married (no kids)|Associate's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|1|0|-1|0|0|-1|1|0|0|0|0|0|0|0|0|0|1|-1|-1|-1|-1|1|-1|0|-1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|-1|-1|1|0|-1|1|-1|-1|0|0|-1|1|-1|-1|1|Republican
4056|1997|Male|$100,001 - $150,000|Domestic Partners (w/kids)|Current K-12|0|1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|1|1|1|-1|-1|-1|-1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Republican
4059|1995|Female|$75,000 - $100,000|Single (no kids)|High School Diploma|0|1|0|0|1|-1|1|0|0|-1|0|0|1|1|-1|0|0|0|0|0|-1|-1|-1|-1|0|0|0|1|0|-1|0|1|-1|1|-1|0|-1|0|0|-1|0|0|1|0|0|0|0|0|0|-1|1|0|0|0|1|1|-1|1|0|1|1|1|0|0|0|0|0|0|1|0|1|0|-1|0|0|1|1|-1|-1|0|0|-1|0|0|-1|-1|0|1|0|1|0|0|0|-1|1|1|0|-1|0|1|0|Democrat
4061|1984|Male|$50,000 - $74,999|Married (w/kids)|Master's Degree|-1|1|-1|1|-1|-1|1|-1|1|-1|1|-1|1|1|1|1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|1|1|-1|-1|1|1|1|1|1|1|-1|1|-1|1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|-1|1|-1|-1|1|1|1|-1|1|-1|-1|-1|-1|-1|-1|1|1|1|-1|1|-1|-1|-1|1|1|-1|-1|1|-1|1|-1|-1|1|1|-1|1|1|1|1|-1|-1|1|1|1|1|-1|1|1|Democrat
4063|1982|Male|$25,001 - $50,000|Single (no kids)|Bachelor's Degree|0|0|-1|1|1|1|1|-1|1|1|1|-1|0|0|0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|1|-1|-1|-1|1|1|-1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|-1|1|1|1|1|1|-1|1|1|-1|0|0|0|0|-1|1|-1|1|1|-1|1|1|-1|-1|-1|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|Republican
4066|1998|Female|$100,001 - $150,000|Single (no kids)|Current K-12|-1|1|-1|-1|1|-1|1|0|-1|-1|1|1|1|-1|1|-1|-1|-1|-1|1|-1|1|1|1|-1|1|-1|-1|1|-1|-1|-1|-1|1|1|1|1|1|-1|1|1|1|-1|1|-1|-1|-1|-1|1|-1|-1|1|1|-1|1|1|-1|1|1|-1|-1|-1|-1|1|-1|-1|-1|-1|1|1|-1|1|-1|1|-1|1|1|1|1|-1|-1|1|-1|-1|-1|1|-1|1|1|1|-1|-1|-1|-1|1|-1|-1|1|1|-1|1|Democrat
4067|1998|Male|over $150,000|Single (no kids)|Current K-12|1|-1|-1|0|-1|-1|1|-1|-1|-1|-1|-1|0|1|1|0|-1|0|-1|1|1|-1|1|0|-1|-1|0|0|1|0|0|0|0|0|0|1|1|-1|-1|0|0|1|-1|-1|1|0|0|-1|1|-1|-1|0|1|0|0|0|0|0|0|-1|-1|0|0|1|-1|-1|-1|-1|1|-1|-1|1|-1|1|-1|-1|-1|0|1|1|-1|1|-1|-1|1|0|-1|-1|-1|-1|1|1|-1|-1|1|-1|1|1|1|-1|0|Democrat
4068|1996|Male|under $25,000|Single (no kids)|Current K-12|-1|-1|-1|-1|1|1|-1|-1|-1|-1|1|1|-1|1|1|-1|-1|-1|1|-1|-1|1|1|-1|-1|-1|-1|1|-1|1|1|1|-1|-1|1|1|1|1|-1|-1|1|1|1|-1|-1|-1|-1|-1|1|-1|1|1|1|-1|-1|1|-1|1|-1|-1|-1|-1|-1|1|1|-1|-1|1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|1|1|-1|-1|1|-1|-1|-1|1|-1|1|-1|-1|-1|1|-1|1|-1|1|-1|Republican
4070|1997|Female|under $25,000|Single (no kids)|Current K-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Republican
4071|1969|Male|$75,000 - $100,000|Married (w/kids)|Bachelor's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|1|1|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Republican
4072|1962|Female|$75,000 - $100,000|Married (w/kids)|Current Undergraduate|1|1|-1|-1|-1|1|1|1|1|-1|1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|1|-1|1|1|-1|-1|1|1|-1|1|-1|1|1|1|-1|-1|-1|-1|-1|-1|1|1|-1|1|1|1|1|-1|-1|1|-1|-1|1|0|-1|0|0|1|1|-1|-1|1|-1|1|0|0|1|1|-1|1|-1|1|1|1|-1|1|1|1|-1|1|1|1|-1|1|-1|-1|1|1|-1|1|1|-1|-1|Democrat
4073|1991|Male|under $25,000|Single (no kids)|Current Undergraduate|0|1|0|-1|1|-1|1|1|1|-1|1|1|1|0|-1|-1|0|1|-1|1|0|1|1|1|1|1|-1|-1|-1|0|1|-1|-1|1|1|0|0|0|1|-1|1|1|-1|-1|-1|0|0|-1|-1|0|1|-1|0|1|-1|0|1|1|1|0|-1|1|-1|-1|-1|1|-1|-1|1|1|-1|1|-1|1|-1|-1|1|-1|1|1|-1|-1|1|0|1|0|-1|-1|0|1|-1|1|-1|-1|1|1|-1|1|-1|1|-1|Republican
4074|1991|Female|under $25,000|Single (no kids)|Current Undergraduate|0|0|0|0|0|0|0|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|1|-1|1|0|0|0|0|1|-1|-1|-1|1|1|-1|-1|1|-1|-1|-1|-1|1|-1|-1|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|-1|1|1|-1|1|-1|1|1|-1|-1|1|-1|1|-1|1|-1|-1|-1|0|1|-1|-1|-1|1|-1|1|-1|1|1|1|-1|1|1|1|-1|1|-1|1|1|-1|-1|1|1|-1|1|Republican
4075|1994|Male|$25,001 - $50,000|Single (no kids)|Current Undergraduate|-1|-1|-1|-1|1|1|1|-1|1|-1|1|-1|1|1|1|-1|-1|1|0|-1|1|-1|1|1|-1|-1|-1|1|-1|1|1|1|-1|1|-1|1|1|1|1|1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|1|1|1|1|-1|1|-1|-1|-1|1|-1|1|0|-1|-1|1|1|0|0|1|-1|-1|-1|-1|1|-1|-1|-1|-1|1|-1|1|-1|0|-1|-1|-1|1|-1|1|-1|1|1|1|-1|1|0|0|1|Democrat
4076|1997|Female|$100,001 - $150,000|Single (no kids)|Current K-12|-1|1|1|-1|1|1|-1|1|-1|1|1|-1|1|1|1|1|-1|1|1|-1|1|1|1|-1|-1|1|1|1|1|-1|-1|-1|-1|1|1|-1|1|1|-1|-1|-1|1|1|1|-1|-1|-1|1|1|-1|-1|1|1|1|-1|1|-1|1|-1|-1|-1|1|-1|1|-1|-1|-1|1|1|1|-1|1|-1|1|1|1|1|1|1|1|-1|1|1|-1|1|-1|-1|1|1|1|1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|Democrat
4078|1980|Male|$100,001 - $150,000|Married (w/kids)|High School Diploma|0|1|-1|1|1|1|-1|-1|1|-1|1|1|-1|1|1|1|-1|1|1|-1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|-1|1|1|-1|0|0|0|0|0|0|0|0|0|0|0|1|-1|-1|-1|-1|1|Republican
4080|1992|Male|$50,000 - $74,999|Single (no kids)|Current Undergraduate|1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|1|1|-1|-1|1|-1|-1|1|1|1|1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|1|1|1|1|-1|-1|-1|-1|1|1|-1|-1|1|-1|1|1|-1|1|1|1|1|-1|1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|1|1|-1|1|-1|1|-1|-1|-1|-1|1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|1|1|1|-1|-1|1|1|-1|1|-1|1|1|Republican
4081|1988|Male|$75,000 - $100,000|Married (no kids)|Bachelor's Degree|0|0|0|0|0|0|0|0|1|-1|0|0|0|0|0|0|-1|1|-1|-1|-1|1|1|1|-1|1|-1|1|1|-1|1|0|0|0|0|1|-1|1|-1|-1|1|1|-1|1|-1|-1|-1|-1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|-1|-1|1|0|0|-1|0|0|0|0|0|1|-1|1|0|0|1|-1|0|0|Republican
4082|1966|Male|$50,000 - $74,999|Married (w/kids)|Bachelor's Degree|0|0|-1|0|0|0|0|-1|1|-1|-1|0|1|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|-1|-1|0|0|0|0|-1|-1|0|1|0|-1|-1|-1|-1|0|0|0|0|-1|1|1|0|0|0|0|0|0|0|1|0|1|0|0|-1|-1|0|1|1|0|0|0|0|-1|1|1|0|1|1|0|-1|Republican
4083|1990|Male|$25,001 - $50,000|Married (no kids)|Associate's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Democrat
4084|1997|Female|$75,000 - $100,000|Single (no kids)|Current K-12|-1|0|0|0|0|1|1|1|-1|-1|0|1|1|1|-1|0|-1|0|-1|-1|-1|-1|1|0|0|1|-1|1|-1|-1|1|-1|-1|-1|0|1|1|1|-1|0|0|1|1|-1|0|0|0|0|0|0|1|1|0|-1|-1|1|-1|0|1|-1|-1|1|-1|-1|1|-1|0|-1|1|-1|-1|0|-1|1|-1|0|1|0|1|-1|0|1|-1|0|-1|1|-1|1|1|1|0|0|0|0|0|0|-1|1|0|1|0|Democrat
4087|1961|Female|over $150,000|Married (w/kids)|Bachelor's Degree|0|0|0|0|-1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|1|1|-1|-1|1|1|1|1|-1|1|1|1|-1|-1|-1|1|-1|0|1|-1|-1|-1|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|1|-1|1|1|-1|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|-1|1|1|1|-1|0|Democrat
4088|1993|Male|under $25,000|Single (no kids)|High School Diploma|0|-1|-1|1|-1|1|1|1|-1|-1|-1|-1|-1|1|1|1|1|-1|-1|-1|-1|1|-1|0|-1|-1|-1|-1|-1|-1|-1|1|1|-1|-1|1|1|1|-1|1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|1|1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|1|-1|1|-1|-1|-1|0|1|-1|1|-1|-1|1|1|1|-1|-1|-1|-1|-1|1|1|-1|-1|-1|1|-1|1|1|1|-1|1|Republican
4089|1972|Female|$50,000 - $74,999|Single (no kids)|Master's Degree|0|0|0|0|0|0|0|1|1|-1|-1|1|1|1|-1|-1|1|-1|1|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Democrat
4090|1985|Male|$25,001 - $50,000|Single (no kids)|Current Undergraduate|-1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|1|-1|1|1|-1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|1|0|-1|-1|1|1|-1|1|1|1|-1|1|-1|1|1|1|1|1|-1|0|1|-1|1|1|0|1|1|-1|-1|0|1|1|-1|-1|1|-1|-1|1|1|1|-1|-1|1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|-1|1|1|-1|-1|1|-1|0|1|1|-1|-1|1|-1|0|1|-1|-1|1|Democrat
4091|1973|Female|$100,001 - $150,000|Married (w/kids)|Doctoral Degree|0|0|0|0|0|0|0|-1|1|-1|1|1|-1|1|0|-1|-1|0|0|-1|-1|-1|-1|1|0|1|0|0|-1|0|0|1|1|1|1|1|1|1|-1|-1|0|0|0|0|0|0|0|0|0|0|-1|1|1|-1|1|0|1|1|0|-1|0|-1|-1|1|1|-1|0|-1|0|0|-1|-1|-1|-1|1|1|1|1|-1|0|-1|1|1|1|1|-1|-1|-1|1|1|1|1|1|-1|1|0|0|0|0|0|-1|Republican
